10001, 2005-9-28, everbank, W, 899, 9458
18874, 2015-5-24, ralph wilson, W, 2050, 8750
18875, 2004-3-18, bank of america, T, 696, 9331
18876, 2017-12-13, m&t bank, L, 3218, 9772
18877, 2000-3-20, lucas oil, W, 239, 324
18878, 2006-10-24, everbank, W, 4724, 6547
18879, 2010-2-17, university of phoenix, T, 924, 1237
18880, 2001-3-30, gillette, T, 1004, 4765
18881, 2016-5-24, edward jones, L, 4415, 8823
18882, 2014-11-21, arrowhead, W, 4095, 8109
18883, 2017-5-11, m&t bank, W, 1427, 3711
18884, 2012-3-8, everbank, W, 329, 6336
18885, 2013-2-6, arrowhead, W, 715, 3580
18886, 2004-5-28, soldier field ii, T, 2999, 8283
18887, 2018-11-3, m&t bank, T, 319, 9267
18888, 2015-4-6, invesco, L, 3663, 349
18889, 2003-6-9, dolphin, W, 2107, 8281
18890, 2012-8-5, paul brown, L, 1678, 2892
18891, 2007-5-22, soldier field ii, T, 2874, 7302
18892, 2017-7-19, everbank, T, 4655, 5016
18893, 2002-6-11, invesco, T, 3916, 1215
18894, 2000-7-8, university of phoenix, T, 1255, 8932
18895, 2010-12-4, cleveland browns, W, 3645, 9708
18896, 2009-10-21, ford, L, 238, 4638
18897, 2002-8-29, lincoln, W, 3262, 1226
18898, 2002-8-29, lincoln, T, 3516, 3052
18899, 2016-10-6, louisiana superdome, W, 1946, 1342
18900, 2008-1-1, qualcomm, T, 4898, 6094
18901, 2000-9-29, invesco, W, 2480, 9455
18902, 2011-12-11, lambeau, T, 1649, 2779
18903, 2016-1-28, lincoln, L, 1007, 3068
18904, 2011-9-13, paul brown, W, 2415, 2938
18905, 2010-8-27, louisiana superdome, T, 3089, 1745
18906, 2017-7-10, georgia dome, T, 4587, 6833
18907, 2010-7-22, giants, W, 3943, 4697
18908, 2014-4-15, raymond james, T, 1083, 3087
18909, 2014-3-5, paul brown, T, 209, 9492
18910, 2005-7-29, cleveland browns, W, 141, 8182
18911, 2009-2-10, lincoln, L, 2175, 5203
18912, 2018-5-3, qualcomm, L, 2862, 9477
18913, 2004-1-20, louisiana superdome, W, 3612, 4981
18914, 2003-6-9, heinz, W, 422, 5710
18915, 2017-7-11, soldier field ii, L, 2944, 7825
18916, 2008-10-15, university of phoenix, L, 2364, 3111
18917, 2003-2-8, qwest, L, 1974, 6841
18918, 2002-11-19, arrowhead, W, 4263, 8394
18919, 2017-5-2, hubert metrodome, W, 650, 6080
18920, 2015-1-13, qualcomm, L, 3287, 3672
18921, 2011-4-27, qualcomm, W, 2209, 9868
18922, 2011-1-10, ralph wilson, W, 3703, 4589
18923, 2009-3-25, bank of america, W, 4666, 6778
18924, 2000-9-8, university of phoenix, T, 3655, 1148
18925, 2003-12-26, georgia dome, L, 201, 2021
18926, 2014-11-3, edward jones, W, 3602, 2216
18927, 2010-6-1, dolphin, L, 2121, 9136
18928, 2001-5-1, lucas oil, T, 4888, 7348
18929, 2015-7-19, dallas cowboys, L, 1324, 1384
18930, 2012-4-26, soldier field ii, L, 4164, 2337
18931, 2014-2-3, giants, W, 107, 1173
18932, 2002-1-8, edward jones, T, 4729, 5490
18933, 2015-9-5, lp, L, 1336, 8686
18934, 2010-11-5, louisiana superdome, W, 4916, 8690
18935, 2018-2-30, giants, T, 815, 7233
18936, 2013-7-13, lambeau, L, 2998, 9453
18937, 2011-8-11, m&t bank, T, 855, 4573
18938, 2002-2-1, paul brown, L, 2755, 5395
18939, 2011-4-27, everbank, W, 1738, 3717
18940, 2006-4-21, qualcomm, T, 1967, 5942
18941, 2018-6-25, paul brown, W, 156, 3481
18942, 2016-5-14, dolphin, L, 3236, 8721
18943, 2001-5-4, raymond james, T, 4398, 1183
18944, 2000-5-19, reliant, T, 2283, 7103
18945, 2008-2-18, fedexfield, L, 926, 1092
18946, 2004-7-30, lp, L, 2238, 2983
18947, 2010-5-25, dallas cowboys, W, 3541, 2814
18948, 2005-5-17, lp, L, 2222, 6968
18949, 2011-12-11, giants, L, 1577, 1394
18950, 2008-5-16, arrowhead, L, 4037, 4401
18951, 2002-2-29, lucas oil, T, 4844, 3413
18952, 2002-6-8, fedexfield, L, 1769, 1314
18953, 2014-8-30, ralph wilson, L, 2494, 3980
18954, 2016-1-26, georgia dome, W, 350, 2352
18955, 2005-2-20, invesco, W, 1013, 5242
18956, 2010-3-20, dolphin, W, 1487, 5511
18957, 2014-1-23, everbank, T, 3871, 4106
18958, 2005-6-4, reliant, T, 3513, 4311
18959, 2006-6-17, everbank, L, 618, 8411
18960, 2009-9-14, georgia dome, W, 4530, 9960
18961, 2018-10-20, fedexfield, L, 1047, 3860
18962, 2016-6-15, giants, T, 2212, 1472
18963, 2011-6-14, qwest, W, 278, 6600
18964, 2006-2-25, dolphin, T, 2742, 7742
18965, 2015-2-7, soldier field ii, L, 837, 2675
18966, 2016-6-15, m&t bank, W, 3757, 6243
18967, 2004-9-24, candlestick, W, 2009, 5171
18968, 2011-2-1, lucas oil, L, 2837, 7292
18969, 2016-6-26, lucas oil, T, 2863, 2497
18970, 2001-5-9, hubert metrodome, L, 3692, 8608
18971, 2000-1-2, everbank, T, 4811, 6579
18972, 2012-11-24, arrowhead, T, 4844, 8783
18973, 2001-6-8, soldier field ii, L, 2457, 897
18974, 2016-7-25, qwest, L, 3595, 9880
18975, 2000-4-18, lincoln, W, 1384, 5996
18976, 2012-12-12, m&t bank, W, 1813, 1946
18977, 2017-7-5, paul brown, T, 4030, 3191
18978, 2012-10-3, lambeau, L, 4310, 4741
18979, 2010-7-23, bank of america, T, 761, 8340
18980, 2016-5-30, reliant, W, 2647, 947
18981, 2015-7-11, candlestick, L, 4473, 8919
18982, 2015-3-27, paul brown, W, 3177, 621
18983, 2004-6-13, ford, W, 2832, 4030
18984, 2018-4-7, fedexfield, T, 1132, 5368
18985, 2012-1-12, lucas oil, T, 4651, 6376
18986, 2001-6-12, soldier field ii, T, 2149, 1827
18987, 2007-2-24, heinz, L, 1810, 3535
18988, 2000-12-16, m&t bank, L, 4849, 1199
18989, 2006-5-27, cleveland browns, W, 2528, 445
18990, 2004-8-24, invesco, T, 3756, 4026
18991, 2005-7-15, invesco, W, 4301, 1042
18992, 2000-8-15, louisiana superdome, W, 3096, 3886
18993, 2011-6-7, everbank, L, 2576, 8170
18994, 2018-3-21, fedexfield, W, 2398, 6508
18995, 2004-7-14, heinz, L, 1140, 424
18996, 2006-10-10, dallas cowboys, W, 1479, 764
18997, 2001-12-17, arrowhead, L, 2483, 796
18998, 2015-3-28, lincoln, T, 689, 6707
18999, 2011-2-17, cleveland browns, W, 3960, 3303
19000, 2011-5-17, invesco, W, 1931, 6070
19001, 2003-2-26, dallas cowboys, W, 822, 4973
19002, 2014-1-8, louisiana superdome, L, 2751, 2423
19003, 2014-4-24, georgia dome, L, 4623, 9572
19004, 2001-7-17, cleveland browns, L, 937, 9664
19005, 2011-5-15, everbank, L, 1910, 2216
19006, 2002-9-5, paul brown, L, 3754, 4506
19007, 2007-11-8, fedexfield, W, 288, 3539
19008, 2001-12-30, louisiana superdome, T, 334, 1110
19009, 2017-3-4, hubert metrodome, L, 994, 7200
19010, 2017-4-15, m&t bank, T, 2641, 971
19011, 2004-4-28, ford, L, 2181, 7739
19012, 2011-6-16, arrowhead, W, 3696, 4877
19013, 2001-9-10, giants, T, 719, 5098
19014, 2002-12-7, reliant, W, 1053, 4264
19015, 2010-12-30, bank of america, L, 4599, 947
19016, 2011-2-9, lincoln, W, 3911, 6339
19017, 2003-3-25, heinz, W, 802, 9089
19018, 2013-3-20, raymond james, L, 3128, 5412
19019, 2014-8-21, giants, T, 4775, 746
19020, 2007-4-23, paul brown, L, 2177, 8444
19021, 2007-4-15, qwest, L, 2307, 1782
19022, 2015-6-13, arrowhead, L, 1801, 8981
19023, 2008-5-15, gillette, T, 2991, 7204
19024, 2000-9-12, invesco, W, 2707, 879
19025, 2007-9-8, georgia dome, L, 2557, 8273
19026, 2000-8-28, hubert metrodome, L, 4909, 5974
19027, 2017-12-20, qualcomm, T, 743, 6686
19028, 2010-8-19, everbank, W, 2336, 6277
19029, 2018-6-26, lincoln, T, 205, 885
19030, 2006-1-16, fedexfield, L, 2205, 2383
19031, 2013-11-12, lincoln, W, 1192, 3461
19032, 2010-8-23, qualcomm, T, 4499, 375
19033, 2015-9-30, heinz, L, 1701, 211
19034, 2011-8-23, gillette, L, 1946, 7086
19035, 2013-8-28, lambeau, T, 1108, 6494
19036, 2013-1-30, edward jones, L, 4311, 6578
19037, 2006-12-21, hubert metrodome, L, 4712, 6927
19038, 2017-8-30, dolphin, L, 821, 1723
19039, 2004-6-20, dallas cowboys, W, 1309, 2017
19040, 2007-6-16, dolphin, W, 1434, 5275
19041, 2013-7-8, qwest, W, 653, 3672
19042, 2017-2-14, lucas oil, W, 1542, 9849
19043, 2002-6-2, louisiana superdome, W, 4843, 6521
19044, 2003-9-12, lincoln, W, 2577, 8186
19045, 2000-9-11, edward jones, T, 4483, 8210
19046, 2007-3-10, lucas oil, L, 1402, 2080
19047, 2004-1-13, lp, T, 371, 5698
19048, 2011-8-14, giants, T, 558, 2944
19049, 2010-9-25, oakland-alameda, W, 1439, 3901
19050, 2015-6-29, lincoln, T, 3015, 6547
19051, 2005-12-2, lambeau, T, 4963, 311
19052, 2016-12-9, louisiana superdome, L, 412, 1307
19053, 2016-7-5, paul brown, T, 4786, 799
19054, 2018-11-2, georgia dome, L, 2209, 303
19055, 2004-8-16, qualcomm, W, 2091, 2925
19056, 2016-10-28, cleveland browns, T, 751, 1186
19057, 2006-1-27, ralph wilson, W, 673, 6466
19058, 2011-2-7, hubert metrodome, T, 395, 7088
19059, 2012-12-4, university of phoenix, T, 3687, 7605
19060, 2007-6-3, oakland-alameda, L, 4805, 5735
19061, 2018-9-18, qwest, L, 428, 1603
19062, 2012-10-8, lambeau, L, 509, 8642
19063, 2014-9-8, fedexfield, L, 2361, 9563
19064, 2009-10-18, edward jones, L, 1617, 6040
19065, 2008-8-21, edward jones, W, 2972, 109
19066, 2011-5-2, soldier field ii, T, 170, 8859
19067, 2008-5-7, oakland-alameda, T, 4503, 437
19068, 2006-2-26, arrowhead, T, 4861, 3334
19069, 2012-10-23, qualcomm, W, 3395, 5966
19070, 2000-10-17, georgia dome, T, 3171, 7433
19071, 2014-7-5, louisiana superdome, L, 3014, 1210
19072, 2006-11-28, lincoln, W, 4447, 6908
19073, 2017-11-4, fedexfield, L, 2342, 8800
19074, 2004-6-18, reliant, L, 1530, 3909
19075, 2002-6-11, fedexfield, W, 4499, 1666
19076, 2010-4-25, heinz, L, 288, 4789
19077, 2014-11-10, candlestick, W, 2059, 2833
19078, 2011-9-13, paul brown, W, 511, 3915
19079, 2016-5-19, soldier field ii, W, 4494, 7240
19080, 2018-4-15, qualcomm, L, 4533, 347
19081, 2014-12-21, raymond james, L, 546, 4014
19082, 2007-8-9, raymond james, W, 4113, 9543
19083, 2007-12-7, gillette, T, 2933, 118
19084, 2008-10-2, edward jones, T, 3604, 9774
19085, 2001-1-26, ford, L, 4653, 3302
19086, 2014-2-23, ralph wilson, L, 1268, 3912
19087, 2018-9-11, gillette, T, 2981, 1264
19088, 2007-4-23, everbank, L, 4407, 4388
19089, 2015-1-23, lambeau, W, 1135, 1222
19090, 2010-12-29, everbank, T, 3388, 6502
19091, 2008-7-17, arrowhead, W, 337, 7661
19092, 2012-11-26, giants, W, 4492, 2640
19093, 2003-9-11, heinz, T, 585, 3907
19094, 2005-1-8, louisiana superdome, W, 411, 9890
19095, 2006-12-10, lincoln, L, 1524, 9204
19096, 2011-3-16, everbank, L, 3346, 6022
19097, 2004-5-12, louisiana superdome, T, 4345, 9600
19098, 2016-11-9, dolphin, L, 4216, 7273
19099, 2006-7-22, m&t bank, T, 4955, 2878
19100, 2012-1-20, m&t bank, W, 358, 540
19101, 2005-9-16, soldier field ii, T, 162, 3802
19102, 2006-7-21, qwest, L, 3925, 6315
19103, 2000-1-21, everbank, W, 4043, 1679
19104, 2015-8-21, cleveland browns, L, 800, 4848
19105, 2015-11-24, bank of america, W, 2458, 7017
19106, 2015-8-5, ralph wilson, T, 4482, 2027
19107, 2000-11-17, edward jones, L, 3311, 9317
19108, 2004-6-4, georgia dome, T, 2194, 8333
19109, 2000-2-17, arrowhead, T, 2542, 4703
19110, 2007-4-7, paul brown, W, 1705, 2465
19111, 2007-10-18, edward jones, W, 4089, 6920
19112, 2013-7-19, bank of america, T, 1882, 1523
19113, 2013-12-24, dallas cowboys, W, 4559, 2533
19114, 2017-12-29, lucas oil, W, 4437, 2539
19115, 2012-3-8, ford, L, 2401, 4871
19116, 2007-7-11, cleveland browns, L, 1984, 4580
19117, 2017-10-7, lambeau, W, 800, 3235
19118, 2013-3-20, arrowhead, T, 4182, 8579
19119, 2001-3-11, university of phoenix, T, 3907, 3365
19120, 2000-8-3, hubert metrodome, W, 207, 5115
19121, 2014-2-24, lambeau, T, 258, 5098
19122, 2003-4-4, dallas cowboys, W, 2730, 8228
19123, 2012-9-14, university of phoenix, L, 3785, 9126
19124, 2000-11-11, dolphin, L, 3676, 3753
19125, 2008-11-9, lambeau, L, 422, 1245
19126, 2011-2-30, university of phoenix, L, 2690, 4405
19127, 2004-10-23, georgia dome, L, 2904, 185
19128, 2006-1-17, qwest, T, 3044, 6855
19129, 2003-9-14, gillette, W, 1593, 4968
19130, 2014-5-3, reliant, T, 3278, 2975
19131, 2005-1-5, hubert metrodome, L, 4954, 3916
19132, 2012-12-23, oakland-alameda, L, 1557, 8286
19133, 2008-3-23, paul brown, T, 1310, 2191
19134, 2009-6-5, georgia dome, L, 839, 5178
19135, 2018-4-8, georgia dome, T, 4904, 1819
19136, 2016-3-29, oakland-alameda, W, 4353, 6815
19137, 2017-7-30, lincoln, W, 3679, 5353
19138, 2018-12-21, university of phoenix, W, 2484, 5702
19139, 2016-10-4, raymond james, W, 1251, 1940
19140, 2009-10-4, ford, W, 4705, 3500
19141, 2013-2-27, everbank, T, 3268, 8812
19142, 2012-3-21, hubert metrodome, L, 3429, 3590
19143, 2010-5-10, qwest, L, 2607, 2360
19144, 2000-6-24, dolphin, W, 2598, 1270
19145, 2006-7-10, candlestick, T, 2548, 1609
19146, 2017-10-5, oakland-alameda, W, 2866, 4962
19147, 2000-10-24, georgia dome, W, 1401, 8234
19148, 2007-1-12, bank of america, L, 1490, 9692
19149, 2001-10-23, lp, L, 3202, 8418
19150, 2018-6-15, lucas oil, L, 3722, 2432
19151, 2013-7-15, edward jones, T, 2262, 3692
19152, 2011-8-3, candlestick, W, 119, 6807
19153, 2014-10-19, louisiana superdome, T, 2993, 8264
19154, 2006-2-4, arrowhead, T, 3376, 4974
19155, 2018-7-11, gillette, T, 676, 5526
19156, 2010-7-5, fedexfield, W, 1515, 3415
19157, 2010-2-7, ford, T, 3817, 8161
19158, 2006-6-27, bank of america, W, 4904, 7824
19159, 2001-7-2, dolphin, L, 1095, 5789
19160, 2015-5-7, edward jones, W, 1285, 7473
19161, 2000-4-25, ford, W, 4923, 4038
19162, 2017-12-16, georgia dome, L, 2950, 5407
19163, 2012-8-29, bank of america, L, 3718, 4255
19164, 2003-4-9, dallas cowboys, W, 1121, 6856
19165, 2011-6-27, soldier field ii, L, 4035, 8415
19166, 2001-6-17, georgia dome, W, 3993, 3506
19167, 2012-11-21, bank of america, W, 445, 8251
19168, 2001-4-3, m&t bank, L, 2333, 9012
19169, 2003-12-17, gillette, T, 4517, 6500
19170, 2005-1-20, m&t bank, W, 1440, 8281
19171, 2014-12-21, lp, T, 2790, 9169
19172, 2007-2-17, m&t bank, W, 4115, 2271
19173, 2008-6-29, lucas oil, W, 2769, 1080
19174, 2014-2-1, ralph wilson, L, 4666, 3150
19175, 2001-6-24, dallas cowboys, W, 3273, 6009
19176, 2000-3-24, dolphin, T, 4293, 1374
19177, 2013-8-26, giants, T, 1695, 8717
19178, 2008-11-3, invesco, T, 1106, 6094
19179, 2001-11-24, lincoln, L, 3219, 4784
19180, 2012-4-20, dallas cowboys, T, 4603, 8175
19181, 2005-12-24, cleveland browns, L, 1665, 794
19182, 2003-6-25, invesco, T, 966, 2535
19183, 2013-2-23, university of phoenix, T, 333, 6297
19184, 2015-12-14, lp, L, 873, 5074
19185, 2007-5-14, university of phoenix, W, 2345, 783
19186, 2010-6-19, georgia dome, T, 3214, 674
19187, 2009-11-13, gillette, W, 859, 4810
19188, 2014-9-1, qualcomm, L, 1354, 1638
19189, 2002-3-17, heinz, L, 4496, 7891
19190, 2009-2-18, dallas cowboys, L, 2239, 7373
19191, 2000-9-27, ford, W, 3052, 6253
19192, 2011-6-21, dallas cowboys, L, 766, 1694
19193, 2011-7-9, lucas oil, T, 2299, 5007
19194, 2015-11-4, giants, L, 4971, 4502
19195, 2013-6-4, hubert metrodome, W, 4524, 8120
19196, 2015-2-10, dallas cowboys, W, 1723, 996
19197, 2006-10-21, edward jones, W, 2113, 3174
19198, 2000-1-15, bank of america, T, 4032, 1464
19199, 2002-12-18, oakland-alameda, T, 3308, 2639
19200, 2015-12-8, university of phoenix, L, 513, 9255
19201, 2011-6-28, lincoln, L, 1718, 8771
19202, 2000-8-5, arrowhead, W, 1197, 3721
19203, 2002-8-24, cleveland browns, T, 3397, 9832
19204, 2008-9-16, reliant, T, 2638, 1906
19205, 2006-12-6, everbank, T, 1358, 5991
19206, 2008-6-10, lucas oil, W, 3260, 5919
19207, 2001-9-14, soldier field ii, T, 4691, 1671
19208, 2006-5-1, invesco, W, 2385, 8825
19209, 2013-9-13, lp, T, 1971, 860
19210, 2000-3-6, paul brown, L, 2786, 2288
19211, 2009-8-14, university of phoenix, L, 2213, 7790
19212, 2000-7-24, paul brown, T, 4664, 7801
19213, 2005-10-11, oakland-alameda, T, 3145, 3642
19214, 2011-5-3, ralph wilson, T, 4528, 9515
19215, 2000-2-13, qualcomm, W, 2762, 3847
19216, 2018-4-11, bank of america, T, 1473, 1163
19217, 2015-9-27, raymond james, L, 743, 4519
19218, 2000-9-24, dallas cowboys, W, 2214, 1372
19219, 2001-1-13, georgia dome, L, 886, 3194
19220, 2005-9-1, hubert metrodome, L, 1760, 7951
19221, 2017-5-19, arrowhead, T, 2423, 1044
19222, 2002-8-23, dallas cowboys, L, 2624, 3806
19223, 2016-3-20, paul brown, T, 1673, 2486
19224, 2013-4-2, lucas oil, W, 4110, 7006
19225, 2017-5-4, qualcomm, W, 2549, 4792
19226, 2002-9-13, qualcomm, W, 201, 5527
19227, 2013-3-3, raymond james, W, 4345, 1381
19228, 2007-1-18, soldier field ii, T, 2269, 5556
19229, 2005-3-7, university of phoenix, L, 323, 8896
19230, 2013-2-10, bank of america, T, 1256, 3996
19231, 2015-7-22, fedexfield, L, 1553, 6887
19232, 2002-1-1, gillette, L, 3819, 5058
19233, 2016-4-7, lincoln, L, 4806, 2888
19234, 2011-6-12, paul brown, W, 396, 6414
19235, 2014-11-20, gillette, W, 3048, 2241
19236, 2015-7-3, ralph wilson, L, 4292, 590
19237, 2010-8-4, lp, T, 4202, 7578
19238, 2014-3-29, ford, T, 2682, 8647
19239, 2000-3-19, soldier field ii, T, 820, 1535
19240, 2007-12-5, georgia dome, T, 3762, 2610
19241, 2015-5-9, dallas cowboys, W, 712, 2402
19242, 2010-4-28, louisiana superdome, T, 1372, 9091
19243, 2013-5-8, qualcomm, W, 240, 5423
19244, 2015-1-2, cleveland browns, W, 556, 7172
19245, 2015-5-29, university of phoenix, T, 1081, 428
19246, 2004-8-21, giants, T, 2089, 1264
19247, 2007-10-27, university of phoenix, L, 3670, 1603
19248, 2010-2-18, heinz, W, 4390, 8270
19249, 2005-6-22, lambeau, L, 3659, 9055
19250, 2001-7-7, reliant, L, 4669, 5192
19251, 2011-3-3, heinz, L, 2729, 7510
19252, 2007-2-18, lucas oil, W, 4760, 8446
19253, 2004-1-23, ralph wilson, L, 466, 6819
19254, 2006-5-25, edward jones, W, 365, 6657
19255, 2010-9-18, university of phoenix, W, 885, 2749
19256, 2009-9-20, giants, T, 3638, 473
19257, 2008-2-26, university of phoenix, T, 2224, 917
19258, 2005-4-24, lp, T, 1742, 8028
19259, 2018-11-11, edward jones, L, 3257, 2601
19260, 2008-10-13, qualcomm, T, 995, 7356
19261, 2003-12-15, qualcomm, L, 3364, 231
19262, 2004-7-26, cleveland browns, T, 3206, 5939
19263, 2018-3-1, reliant, L, 4626, 6393
19264, 2009-8-23, qwest, L, 1690, 8838
19265, 2008-7-4, m&t bank, L, 1424, 4922
19266, 2000-2-10, ralph wilson, W, 103, 1290
19267, 2001-8-21, candlestick, W, 907, 9238
19268, 2011-10-20, dallas cowboys, T, 593, 8178
19269, 2016-5-5, candlestick, L, 4715, 1507
19270, 2002-7-9, oakland-alameda, L, 3315, 4746
19271, 2001-6-6, oakland-alameda, T, 4822, 1664
19272, 2001-2-7, lucas oil, L, 1239, 8128
19273, 2010-12-16, lambeau, T, 3991, 9902
19274, 2000-6-19, m&t bank, W, 3962, 5538
19275, 2006-11-14, hubert metrodome, T, 1161, 148
19276, 2000-6-11, soldier field ii, T, 4383, 849
19277, 2018-6-17, m&t bank, W, 2786, 5306
19278, 2014-7-3, lincoln, T, 946, 7242
19279, 2007-5-20, arrowhead, T, 1763, 4515
19280, 2007-3-7, ralph wilson, W, 1484, 4305
19281, 2012-2-30, m&t bank, L, 2564, 4444
19282, 2014-11-5, qwest, L, 1410, 6591
19283, 2005-9-5, qwest, L, 2767, 6617
19284, 2013-4-18, louisiana superdome, T, 3219, 1910
19285, 2001-11-20, ralph wilson, T, 4638, 4864
19286, 2005-1-25, lincoln, W, 4834, 5903
19287, 2017-3-23, soldier field ii, L, 2261, 645
19288, 2005-12-17, bank of america, L, 1934, 9209
19289, 2003-8-18, lambeau, W, 2736, 5837
19290, 2008-4-24, louisiana superdome, L, 677, 6767
19291, 2017-2-3, fedexfield, W, 720, 6771
19292, 2003-3-16, georgia dome, L, 213, 7067
19293, 2011-10-17, ford, W, 3120, 340
19294, 2011-2-24, reliant, T, 4245, 3260
19295, 2006-2-2, edward jones, T, 4920, 5718
19296, 2011-6-19, qwest, L, 1060, 8111
19297, 2011-3-18, raymond james, T, 1809, 866
19298, 2011-5-21, bank of america, T, 2585, 2421
19299, 2011-2-12, bank of america, T, 2782, 548
19300, 2015-4-13, giants, L, 3933, 994
19301, 2003-2-3, louisiana superdome, W, 3304, 1980
19302, 2002-4-28, ralph wilson, W, 1432, 8747
19303, 2007-8-9, everbank, W, 1680, 2093
19304, 2007-1-25, ralph wilson, T, 1025, 8306
19305, 2002-9-1, dallas cowboys, W, 3522, 2138
19306, 2009-2-10, reliant, L, 2327, 1460
19307, 2006-9-27, raymond james, W, 2362, 2152
19308, 2003-11-6, giants, W, 2244, 3940
19309, 2005-11-28, paul brown, W, 106, 9586
19310, 2014-2-29, hubert metrodome, L, 1613, 315
19311, 2010-9-10, fedexfield, L, 3328, 9873
19312, 2003-10-5, reliant, L, 3182, 5040
19313, 2015-11-15, m&t bank, L, 4699, 2629
19314, 2007-4-7, arrowhead, T, 167, 1879
19315, 2001-7-2, candlestick, L, 3219, 690
19316, 2012-2-23, university of phoenix, L, 854, 6047
19317, 2001-10-13, lucas oil, T, 2837, 2758
19318, 2013-9-3, lincoln, L, 1426, 901
19319, 2004-9-18, university of phoenix, T, 1263, 9628
19320, 2010-9-4, bank of america, T, 4733, 3126
19321, 2011-2-29, heinz, L, 633, 9876
19322, 2015-12-29, qwest, T, 4426, 3060
19323, 2004-2-26, georgia dome, L, 2524, 5939
19324, 2005-7-7, lincoln, W, 759, 5467
19325, 2004-1-8, raymond james, W, 2094, 3547
19326, 2004-6-4, raymond james, W, 675, 2085
19327, 2002-2-14, lp, T, 2810, 6132
19328, 2009-7-20, candlestick, T, 1607, 660
19329, 2005-3-16, bank of america, T, 1221, 9704
19330, 2006-9-8, ralph wilson, L, 3976, 1728
19331, 2013-11-11, bank of america, T, 392, 892
19332, 2005-7-16, lambeau, L, 1260, 1036
19333, 2009-3-30, lambeau, L, 3590, 7842
19334, 2011-10-16, university of phoenix, W, 2046, 6051
19335, 2017-5-21, paul brown, T, 2402, 6347
19336, 2013-11-18, dolphin, W, 3079, 5811
19337, 2012-6-16, fedexfield, W, 1108, 8258
19338, 2007-11-10, reliant, L, 1938, 1419
19339, 2011-8-4, gillette, T, 2576, 2382
19340, 2014-9-27, lambeau, T, 3704, 3278
19341, 2008-6-4, m&t bank, W, 4755, 4818
19342, 2000-1-27, raymond james, W, 2708, 3364
19343, 2015-4-19, candlestick, L, 2172, 111
19344, 2005-9-10, gillette, L, 1172, 7484
19345, 2005-11-13, edward jones, T, 3021, 9643
19346, 2002-5-8, heinz, L, 4954, 5490
19347, 2001-1-19, cleveland browns, W, 321, 9013
19348, 2000-3-2, fedexfield, W, 4496, 9323
19349, 2005-5-20, raymond james, L, 1896, 7662
19350, 2006-5-20, university of phoenix, T, 1944, 8453
19351, 2016-12-7, lp, W, 3345, 771
19352, 2008-4-15, lp, T, 3425, 8643
19353, 2000-8-18, fedexfield, L, 3292, 2547
19354, 2011-7-13, soldier field ii, L, 3350, 2959
19355, 2017-12-18, cleveland browns, L, 2215, 6905
19356, 2011-9-30, fedexfield, T, 1106, 4616
19357, 2010-7-20, qwest, W, 4304, 8456
19358, 2015-7-28, hubert metrodome, W, 3013, 1520
19359, 2003-3-30, gillette, L, 2253, 632
19360, 2009-10-15, ford, L, 4782, 6553
19361, 2004-7-13, lucas oil, W, 3703, 8627
19362, 2017-3-19, m&t bank, W, 1717, 975
19363, 2013-7-3, hubert metrodome, T, 1250, 4350
19364, 2018-2-20, georgia dome, L, 107, 2916
19365, 2018-8-28, m&t bank, W, 2486, 4022
19366, 2003-7-4, everbank, L, 306, 9311
19367, 2017-7-5, heinz, L, 4808, 311
19368, 2005-10-26, edward jones, W, 4779, 3198
19369, 2012-12-22, arrowhead, W, 2408, 566
19370, 2009-11-17, lp, W, 2244, 7373
19371, 2004-1-6, gillette, T, 686, 1156
19372, 2010-7-18, m&t bank, W, 920, 7380
19373, 2002-6-15, dallas cowboys, W, 1666, 5068
19374, 2008-6-21, hubert metrodome, W, 536, 7527
19375, 2014-3-28, lucas oil, T, 4150, 985
19376, 2011-5-25, giants, T, 2882, 1883
19377, 2015-4-19, georgia dome, W, 3945, 4607
19378, 2013-2-18, soldier field ii, L, 3386, 8290
19379, 2009-9-17, lincoln, T, 1835, 7338
19380, 2003-10-26, fedexfield, L, 4641, 4953
19381, 2002-1-29, raymond james, L, 1346, 6860
19382, 2002-3-20, lambeau, L, 2170, 4443
19383, 2005-8-18, heinz, W, 2924, 8128
19384, 2016-12-22, fedexfield, L, 140, 3266
19385, 2017-3-17, hubert metrodome, T, 3859, 9968
19386, 2015-12-16, louisiana superdome, L, 2817, 2927
19387, 2018-6-30, cleveland browns, W, 603, 2337
19388, 2007-1-25, qualcomm, W, 336, 8709
19389, 2008-9-3, qualcomm, L, 1336, 1578
19390, 2003-2-20, qualcomm, W, 1464, 6105
19391, 2004-10-24, raymond james, T, 3224, 8299
19392, 2008-1-15, hubert metrodome, T, 1852, 8390
19393, 2004-4-28, lambeau, L, 499, 9507
19394, 2010-9-25, m&t bank, L, 1263, 7895
19395, 2017-6-24, everbank, T, 4386, 4029
19396, 2001-10-9, lucas oil, L, 4138, 6073
19397, 2012-8-5, qwest, L, 3200, 8315
19398, 2010-10-14, georgia dome, L, 1027, 4064
19399, 2011-4-14, everbank, W, 3270, 588
19400, 2014-1-16, fedexfield, W, 3663, 5885
19401, 2018-7-14, invesco, W, 1940, 5763
19402, 2003-6-7, lambeau, L, 4360, 3971
19403, 2017-10-16, edward jones, L, 820, 8611
19404, 2012-5-10, gillette, L, 2913, 3263
19405, 2011-4-30, paul brown, T, 263, 3523
